task_id,person_id,person_name,priority,task_type,primary_search_path,minimum_evidence,current_status,created_on,source_observation_id
TASK-4E526B982B,P-76C0AB052E,Matheus Gabriel Pinheiro Barros,P1,identificar quem concedeu a faixa-preta,site oficial do atleta/equipe → entrevista → anúncio de graduação → professor declaradamente citado,1 fonte primária explícita ou 2 fontes independentes de alta qualidade; sem inferir pela equipe,pendente,2026-07-05,OBS-F3D69C6777B3
TASK-4CA66DF7F4,P-07E1749BE7,Marcus Vinicius Ribeiro de Siqueira,P1,identificar quem concedeu a faixa-preta,site oficial do atleta/equipe → entrevista → anúncio de graduação → professor declaradamente citado,1 fonte primária explícita ou 2 fontes independentes de alta qualidade; sem inferir pela equipe,pendente,2026-07-05,OBS-2672533D5BAA
TASK-80BE691479,P-7C83A1EBE5,Gabriel de Sousa Ribeiro,P1,identificar quem concedeu a faixa-preta,site oficial do atleta/equipe → entrevista → anúncio de graduação → professor declaradamente citado,1 fonte primária explícita ou 2 fontes independentes de alta qualidade; sem inferir pela equipe,pendente,2026-07-05,OBS-A3F4C536E4AB
TASK-472CCCADAB,P-D20FF0F282,Luiz Victor Gregoriano Pinto Maxnuk,P1,identificar quem concedeu a faixa-preta,site oficial do atleta/equipe → entrevista → anúncio de graduação → professor declaradamente citado,1 fonte primária explícita ou 2 fontes independentes de alta qualidade; sem inferir pela equipe,pendente,2026-07-05,OBS-C02E4B22CF5E
TASK-311B193D2B,P-3BB4AE1545,Luis Fernando de Oliveira,P1,identificar quem concedeu a faixa-preta,site oficial do atleta/equipe → entrevista → anúncio de graduação → professor declaradamente citado,1 fonte primária explícita ou 2 fontes independentes de alta qualidade; sem inferir pela equipe,pendente,2026-07-05,OBS-2B4708001A9C
TASK-7E24F13926,P-EF572619D0,Adam Piotr Wardzinski,P1,identificar quem concedeu a faixa-preta,site oficial do atleta/equipe → entrevista → anúncio de graduação → professor declaradamente citado,1 fonte primária explícita ou 2 fontes independentes de alta qualidade; sem inferir pela equipe,pendente,2026-07-05,OBS-2EE9F6148EC3
TASK-8686180F3D,P-5E274D4B46,Gutemberg de Jesus Santos Pereira,P1,identificar quem concedeu a faixa-preta,site oficial do atleta/equipe → entrevista → anúncio de graduação → professor declaradamente citado,1 fonte primária explícita ou 2 fontes independentes de alta qualidade; sem inferir pela equipe,pendente,2026-07-05,OBS-0A99A9630CB6
TASK-8FCA2046D9,P-B82D12DC34,Helder Jose Rodrigues Júnior,P1,identificar quem concedeu a faixa-preta,site oficial do atleta/equipe → entrevista → anúncio de graduação → professor declaradamente citado,1 fonte primária explícita ou 2 fontes independentes de alta qualidade; sem inferir pela equipe,pendente,2026-07-05,OBS-75F95ECAD1B5
TASK-FBAC5B9CC4,P-426893B1D5,Andy Tomas Murasaki Pereira,P1,identificar quem concedeu a faixa-preta,site oficial do atleta/equipe → entrevista → anúncio de graduação → professor declaradamente citado,1 fonte primária explícita ou 2 fontes independentes de alta qualidade; sem inferir pela equipe,pendente,2026-07-05,OBS-0CBF83EB31BE
TASK-3ED93E42EB,P-282F189BB0,Leonardo Silveira Ferreira,P1,identificar quem concedeu a faixa-preta,site oficial do atleta/equipe → entrevista → anúncio de graduação → professor declaradamente citado,1 fonte primária explícita ou 2 fontes independentes de alta qualidade; sem inferir pela equipe,pendente,2026-07-05,OBS-2C438BC03765
TASK-21204C7423,P-92B82F7D67,Tarcisio Damasceno Santos,P1,identificar quem concedeu a faixa-preta,site oficial do atleta/equipe → entrevista → anúncio de graduação → professor declaradamente citado,1 fonte primária explícita ou 2 fontes independentes de alta qualidade; sem inferir pela equipe,pendente,2026-07-05,OBS-D307655E877E
TASK-67E93DE32B,P-B00629D7E0,Nolan Patrick Braga Stuart,P1,identificar quem concedeu a faixa-preta,site oficial do atleta/equipe → entrevista → anúncio de graduação → professor declaradamente citado,1 fonte primária explícita ou 2 fontes independentes de alta qualidade; sem inferir pela equipe,pendente,2026-07-05,OBS-458E939CEE7F
TASK-27BB1FE123,P-9AB1445D9B,Ethan Roy Major,P1,identificar quem concedeu a faixa-preta,site oficial do atleta/equipe → entrevista → anúncio de graduação → professor declaradamente citado,1 fonte primária explícita ou 2 fontes independentes de alta qualidade; sem inferir pela equipe,pendente,2026-07-05,OBS-7E48068DE51B
TASK-35F576C77D,P-D93B1468AD,Uanderson Ferreira de Oliveira,P1,identificar quem concedeu a faixa-preta,site oficial do atleta/equipe → entrevista → anúncio de graduação → professor declaradamente citado,1 fonte primária explícita ou 2 fontes independentes de alta qualidade; sem inferir pela equipe,pendente,2026-07-05,OBS-79E425DCD821
TASK-54E3A0E43D,P-B7A5D3B74B,João Gabriel Galvão da Silva,P1,identificar quem concedeu a faixa-preta,site oficial do atleta/equipe → entrevista → anúncio de graduação → professor declaradamente citado,1 fonte primária explícita ou 2 fontes independentes de alta qualidade; sem inferir pela equipe,pendente,2026-07-05,OBS-8C848B6FDA67
TASK-C2DA89392C,P-BD227BC8FF,Pablo Lavaselli,P1,identificar quem concedeu a faixa-preta,site oficial do atleta/equipe → entrevista → anúncio de graduação → professor declaradamente citado,1 fonte primária explícita ou 2 fontes independentes de alta qualidade; sem inferir pela equipe,pendente,2026-07-05,OBS-8EDFA8A924FA
TASK-A77C7D598B,P-136B8222B5,Jackson Nagai Hatchwell Junior,P1,identificar quem concedeu a faixa-preta,site oficial do atleta/equipe → entrevista → anúncio de graduação → professor declaradamente citado,1 fonte primária explícita ou 2 fontes independentes de alta qualidade; sem inferir pela equipe,pendente,2026-07-05,OBS-B560FD234774
TASK-18CC06A2E4,P-3BD96FC61D,Gabriel Cardoso Amorim,P2,identificar quem concedeu a faixa-preta,site oficial do atleta/equipe → entrevista → anúncio de graduação → professor declaradamente citado,1 fonte primária explícita ou 2 fontes independentes de alta qualidade; sem inferir pela equipe,pendente,2026-07-05,OBS-46144AD750F2
TASK-8A43F03D68,P-F5CBF048BC,Meyram Maquiné Alves,P2,identificar quem concedeu a faixa-preta,site oficial do atleta/equipe → entrevista → anúncio de graduação → professor declaradamente citado,1 fonte primária explícita ou 2 fontes independentes de alta qualidade; sem inferir pela equipe,pendente,2026-07-05,OBS-4F3BAD0896B3
TASK-1B1FDCAC85,P-257DFC4525,Samuel A. Nagai Hatchwell,P2,identificar quem concedeu a faixa-preta,site oficial do atleta/equipe → entrevista → anúncio de graduação → professor declaradamente citado,1 fonte primária explícita ou 2 fontes independentes de alta qualidade; sem inferir pela equipe,pendente,2026-07-05,OBS-E6D8DF2B357E
TASK-BF7EFFF51F,P-B21F0B2CD2,Kjetil Hope Lydvo,P2,identificar quem concedeu a faixa-preta,site oficial do atleta/equipe → entrevista → anúncio de graduação → professor declaradamente citado,1 fonte primária explícita ou 2 fontes independentes de alta qualidade; sem inferir pela equipe,pendente,2026-07-05,OBS-A5A49D2D1D22
TASK-74B5F2DAC6,P-C063B72264,Luiz Felipe Assis dos Santos,P2,identificar quem concedeu a faixa-preta,site oficial do atleta/equipe → entrevista → anúncio de graduação → professor declaradamente citado,1 fonte primária explícita ou 2 fontes independentes de alta qualidade; sem inferir pela equipe,pendente,2026-07-05,OBS-61DA954BC3ED
TASK-17E26F981A,P-32E964D2C4,Marcos Antonio Gomes Guedes,P2,identificar quem concedeu a faixa-preta,site oficial do atleta/equipe → entrevista → anúncio de graduação → professor declaradamente citado,1 fonte primária explícita ou 2 fontes independentes de alta qualidade; sem inferir pela equipe,pendente,2026-07-05,OBS-45D404AD9760
TASK-49CEDC7894,P-85DEB2A989,Eduardo de Araujo Roque,P2,identificar quem concedeu a faixa-preta,site oficial do atleta/equipe → entrevista → anúncio de graduação → professor declaradamente citado,1 fonte primária explícita ou 2 fontes independentes de alta qualidade; sem inferir pela equipe,pendente,2026-07-05,OBS-3014C3980D48
TASK-7B7AC8ADB7,P-C186EA66C2,Carlos Alberto Castro de Araújo Neto,P2,identificar quem concedeu a faixa-preta,site oficial do atleta/equipe → entrevista → anúncio de graduação → professor declaradamente citado,1 fonte primária explícita ou 2 fontes independentes de alta qualidade; sem inferir pela equipe,pendente,2026-07-05,OBS-B64382772571
TASK-69C8793099,P-F3ACCDDB25,Fabricio Jose Barbarotti,P2,identificar quem concedeu a faixa-preta,site oficial do atleta/equipe → entrevista → anúncio de graduação → professor declaradamente citado,1 fonte primária explícita ou 2 fontes independentes de alta qualidade; sem inferir pela equipe,pendente,2026-07-05,OBS-75F30B79FA4F
TASK-54F059A76A,P-7442223468,Ademir Barreto de Araújo,P2,identificar quem concedeu a faixa-preta,site oficial do atleta/equipe → entrevista → anúncio de graduação → professor declaradamente citado,1 fonte primária explícita ou 2 fontes independentes de alta qualidade; sem inferir pela equipe,pendente,2026-07-05,OBS-53D1B8F4EB87
TASK-26213ED8C6,P-3584CFDFB9,Yan Lucas Cordeiro Paiva,P2,identificar quem concedeu a faixa-preta,site oficial do atleta/equipe → entrevista → anúncio de graduação → professor declaradamente citado,1 fonte primária explícita ou 2 fontes independentes de alta qualidade; sem inferir pela equipe,pendente,2026-07-05,OBS-2E5C066A8455
TASK-5DBAA5279D,P-85236EAB05,Windson Alves de Oliveira Torres,P2,identificar quem concedeu a faixa-preta,site oficial do atleta/equipe → entrevista → anúncio de graduação → professor declaradamente citado,1 fonte primária explícita ou 2 fontes independentes de alta qualidade; sem inferir pela equipe,pendente,2026-07-05,OBS-462816E89146
TASK-323A2D82E6,P-C5B4FA9DC8,William James Wilson,P2,identificar quem concedeu a faixa-preta,site oficial do atleta/equipe → entrevista → anúncio de graduação → professor declaradamente citado,1 fonte primária explícita ou 2 fontes independentes de alta qualidade; sem inferir pela equipe,pendente,2026-07-05,OBS-8CAAE4860B0A
TASK-E74E7320BC,P-49B04619C8,João Pedro Bueno Mendes,P2,identificar quem concedeu a faixa-preta,site oficial do atleta/equipe → entrevista → anúncio de graduação → professor declaradamente citado,1 fonte primária explícita ou 2 fontes independentes de alta qualidade; sem inferir pela equipe,pendente,2026-07-05,OBS-22BCD9E2414B
TASK-0F2ED8DE67,P-C6D75967AB,Wallisson Oliveira Souza,P2,identificar quem concedeu a faixa-preta,site oficial do atleta/equipe → entrevista → anúncio de graduação → professor declaradamente citado,1 fonte primária explícita ou 2 fontes independentes de alta qualidade; sem inferir pela equipe,pendente,2026-07-05,OBS-20439DEEC2BA
TASK-ED6C3762E9,P-4B4D7256BA,Rerisson dos Santos Gabriel,P2,identificar quem concedeu a faixa-preta,site oficial do atleta/equipe → entrevista → anúncio de graduação → professor declaradamente citado,1 fonte primária explícita ou 2 fontes independentes de alta qualidade; sem inferir pela equipe,pendente,2026-07-05,OBS-72FA71F5FF97
TASK-5446176D3C,P-84285E7FDC,Sebastian Ernesto Serpa,P2,identificar quem concedeu a faixa-preta,site oficial do atleta/equipe → entrevista → anúncio de graduação → professor declaradamente citado,1 fonte primária explícita ou 2 fontes independentes de alta qualidade; sem inferir pela equipe,pendente,2026-07-05,OBS-3735EA07E09B
TASK-C198C15A41,P-119DA4473D,Guilherme Rodrigues Fernandes,P2,identificar quem concedeu a faixa-preta,site oficial do atleta/equipe → entrevista → anúncio de graduação → professor declaradamente citado,1 fonte primária explícita ou 2 fontes independentes de alta qualidade; sem inferir pela equipe,pendente,2026-07-05,OBS-9BBBF2EA6BAF
TASK-7D2C955544,P-04C0280CD3,Arthan Bandeira Silva Barcellos,P2,identificar quem concedeu a faixa-preta,site oficial do atleta/equipe → entrevista → anúncio de graduação → professor declaradamente citado,1 fonte primária explícita ou 2 fontes independentes de alta qualidade; sem inferir pela equipe,pendente,2026-07-05,OBS-DF512F7BE8D1
TASK-401133E17A,P-FD07745122,Guilherme Guimaraes Borges Olimpio Rocha,P2,identificar quem concedeu a faixa-preta,site oficial do atleta/equipe → entrevista → anúncio de graduação → professor declaradamente citado,1 fonte primária explícita ou 2 fontes independentes de alta qualidade; sem inferir pela equipe,pendente,2026-07-05,OBS-6F9FA6A1B5F8
TASK-BD93B3B6FD,P-19A3880C18,Gabrieli Pessanha de Souza Marinho,P0,identificar quem concedeu a faixa-preta,site oficial do atleta/equipe → entrevista → anúncio de graduação → professor declaradamente citado,1 fonte primária explícita ou 2 fontes independentes de alta qualidade; sem inferir pela equipe,pendente,2026-07-05,OBS-6A32E3D5A7DE
TASK-1A6319B9E1,P-122DF0F356,Larissa Dias de Almeida,P0,identificar quem concedeu a faixa-preta,site oficial do atleta/equipe → entrevista → anúncio de graduação → professor declaradamente citado,1 fonte primária explícita ou 2 fontes independentes de alta qualidade; sem inferir pela equipe,pendente,2026-07-05,OBS-648F359482D1
TASK-8C70042682,P-CEB556A565,Sarah C. Firme Galvao,P0,identificar quem concedeu a faixa-preta,site oficial do atleta/equipe → entrevista → anúncio de graduação → professor declaradamente citado,1 fonte primária explícita ou 2 fontes independentes de alta qualidade; sem inferir pela equipe,pendente,2026-07-05,OBS-F81CACD8D5D2
TASK-5BE0C7AD91,P-B8A6609A25,Mayssa Caldas Pereira Bastos,P0,identificar quem concedeu a faixa-preta,site oficial do atleta/equipe → entrevista → anúncio de graduação → professor declaradamente citado,1 fonte primária explícita ou 2 fontes independentes de alta qualidade; sem inferir pela equipe,pendente,2026-07-05,OBS-E7957471B348
TASK-43E70AB894,P-4964218F10,Janaina Maia de Menezes,P0,identificar quem concedeu a faixa-preta,site oficial do atleta/equipe → entrevista → anúncio de graduação → professor declaradamente citado,1 fonte primária explícita ou 2 fontes independentes de alta qualidade; sem inferir pela equipe,pendente,2026-07-05,OBS-CFD39BDDB681
TASK-AED9D1B974,P-4B248C632B,Ashlee Funegra,P0,identificar quem concedeu a faixa-preta,site oficial do atleta/equipe → entrevista → anúncio de graduação → professor declaradamente citado,1 fonte primária explícita ou 2 fontes independentes de alta qualidade; sem inferir pela equipe,pendente,2026-07-05,OBS-15A276AB27F5
TASK-AD1F6882A1,P-0C49D4E91A,Tayane Porfírio de Araújo,P0,identificar quem concedeu a faixa-preta,site oficial do atleta/equipe → entrevista → anúncio de graduação → professor declaradamente citado,1 fonte primária explícita ou 2 fontes independentes de alta qualidade; sem inferir pela equipe,pendente,2026-07-05,OBS-3408A0E53411
TASK-B90CB80BCE,P-32916A5AF0,Yara Soares do Nascimento,P0,identificar quem concedeu a faixa-preta,site oficial do atleta/equipe → entrevista → anúncio de graduação → professor declaradamente citado,1 fonte primária explícita ou 2 fontes independentes de alta qualidade; sem inferir pela equipe,pendente,2026-07-05,OBS-8BEDA59660A9
TASK-BA84D6490C,P-9F11F01914,Marina Carraro Penedo,P0,identificar quem concedeu a faixa-preta,site oficial do atleta/equipe → entrevista → anúncio de graduação → professor declaradamente citado,1 fonte primária explícita ou 2 fontes independentes de alta qualidade; sem inferir pela equipe,pendente,2026-07-05,OBS-75383C4D6ABD
TASK-F6B8A60769,P-4675B56260,Thamara Ferreira Silva,P0,identificar quem concedeu a faixa-preta,site oficial do atleta/equipe → entrevista → anúncio de graduação → professor declaradamente citado,1 fonte primária explícita ou 2 fontes independentes de alta qualidade; sem inferir pela equipe,pendente,2026-07-05,OBS-C458931A9F99
TASK-A5C5A2A78E,P-DDB86E6E85,Amanda Magda de Oliveira,P1,identificar quem concedeu a faixa-preta,site oficial do atleta/equipe → entrevista → anúncio de graduação → professor declaradamente citado,1 fonte primária explícita ou 2 fontes independentes de alta qualidade; sem inferir pela equipe,pendente,2026-07-05,OBS-9212BACD9E30
TASK-0771035A58,P-34D4518CCA,Maria Luiza Nunes Pinto,P1,identificar quem concedeu a faixa-preta,site oficial do atleta/equipe → entrevista → anúncio de graduação → professor declaradamente citado,1 fonte primária explícita ou 2 fontes independentes de alta qualidade; sem inferir pela equipe,pendente,2026-07-05,OBS-0D935EE91816
TASK-6BECAA2B50,P-A7B3733A22,Lillian Jane Marchand,P1,identificar quem concedeu a faixa-preta,site oficial do atleta/equipe → entrevista → anúncio de graduação → professor declaradamente citado,1 fonte primária explícita ou 2 fontes independentes de alta qualidade; sem inferir pela equipe,pendente,2026-07-05,OBS-58C9838B1657
TASK-BFFC08F3B6,P-04E64BF228,Jessica Caroline Coelho Dantas,P1,identificar quem concedeu a faixa-preta,site oficial do atleta/equipe → entrevista → anúncio de graduação → professor declaradamente citado,1 fonte primária explícita ou 2 fontes independentes de alta qualidade; sem inferir pela equipe,pendente,2026-07-05,OBS-B18B8A0485C7
TASK-46F278E2BA,P-F38EC4B288,Mariana Cabral Rolszt,P1,identificar quem concedeu a faixa-preta,site oficial do atleta/equipe → entrevista → anúncio de graduação → professor declaradamente citado,1 fonte primária explícita ou 2 fontes independentes de alta qualidade; sem inferir pela equipe,pendente,2026-07-05,OBS-CE9B4058C3D5
TASK-995A394BC5,P-C626E2F283,Ingridd Alves de Sousa,P1,identificar quem concedeu a faixa-preta,site oficial do atleta/equipe → entrevista → anúncio de graduação → professor declaradamente citado,1 fonte primária explícita ou 2 fontes independentes de alta qualidade; sem inferir pela equipe,pendente,2026-07-05,OBS-43C8290000D5
TASK-C8DE0956DB,P-14FB0D5355,Elisabeth Ann Clay,P1,identificar quem concedeu a faixa-preta,site oficial do atleta/equipe → entrevista → anúncio de graduação → professor declaradamente citado,1 fonte primária explícita ou 2 fontes independentes de alta qualidade; sem inferir pela equipe,pendente,2026-07-05,OBS-A64D2A3C54D3
TASK-B1CBCBCC08,P-DE7EEF0F14,Melissa Stricker Cueto,P1,identificar quem concedeu a faixa-preta,site oficial do atleta/equipe → entrevista → anúncio de graduação → professor declaradamente citado,1 fonte primária explícita ou 2 fontes independentes de alta qualidade; sem inferir pela equipe,pendente,2026-07-05,OBS-130C5DF1E1FD
TASK-3D9299F268,P-1B2726C256,Maria Carolina Barón Vicentini,P1,identificar quem concedeu a faixa-preta,site oficial do atleta/equipe → entrevista → anúncio de graduação → professor declaradamente citado,1 fonte primária explícita ou 2 fontes independentes de alta qualidade; sem inferir pela equipe,pendente,2026-07-05,OBS-40CBDCC9A183
TASK-247EE8E662,P-282E0CB7F5,Sabrina Rogéria Ataide B. Gondim,P1,identificar quem concedeu a faixa-preta,site oficial do atleta/equipe → entrevista → anúncio de graduação → professor declaradamente citado,1 fonte primária explícita ou 2 fontes independentes de alta qualidade; sem inferir pela equipe,pendente,2026-07-05,OBS-353B14BE5299
TASK-9E2BA5B180,P-3A366CE44C,Aghata Adriane Rabelo Fernandes,P1,identificar quem concedeu a faixa-preta,site oficial do atleta/equipe → entrevista → anúncio de graduação → professor declaradamente citado,1 fonte primária explícita ou 2 fontes independentes de alta qualidade; sem inferir pela equipe,pendente,2026-07-05,OBS-F72D918F8A01
TASK-DD667E8EED,P-0863BF4B0F,Vitória Damiana Silva de Assis,P1,identificar quem concedeu a faixa-preta,site oficial do atleta/equipe → entrevista → anúncio de graduação → professor declaradamente citado,1 fonte primária explícita ou 2 fontes independentes de alta qualidade; sem inferir pela equipe,pendente,2026-07-05,OBS-794275ACAC02
TASK-FF1CF26AE1,P-8BA80EED6A,Karoline Silva Caramori,P1,identificar quem concedeu a faixa-preta,site oficial do atleta/equipe → entrevista → anúncio de graduação → professor declaradamente citado,1 fonte primária explícita ou 2 fontes independentes de alta qualidade; sem inferir pela equipe,pendente,2026-07-05,OBS-935DA7F92FC7
TASK-E17ABFA726,P-269A26A1D9,Larissa Campos Carvalho,P1,identificar quem concedeu a faixa-preta,site oficial do atleta/equipe → entrevista → anúncio de graduação → professor declaradamente citado,1 fonte primária explícita ou 2 fontes independentes de alta qualidade; sem inferir pela equipe,pendente,2026-07-05,OBS-8CC6A5625760
TASK-317149F498,P-1599542AE2,Yasmyn Castro,P1,identificar quem concedeu a faixa-preta,site oficial do atleta/equipe → entrevista → anúncio de graduação → professor declaradamente citado,1 fonte primária explícita ou 2 fontes independentes de alta qualidade; sem inferir pela equipe,pendente,2026-07-05,OBS-F1ECC1FA9E79
TASK-CF1AD0C346,P-72F24A544E,Thaís Loureiro Felipe,P1,identificar quem concedeu a faixa-preta,site oficial do atleta/equipe → entrevista → anúncio de graduação → professor declaradamente citado,1 fonte primária explícita ou 2 fontes independentes de alta qualidade; sem inferir pela equipe,pendente,2026-07-05,OBS-B76607896E01
TASK-D74BDD13DF,P-D3073BA784,Thaynara Victoria Soares da Silva,P1,identificar quem concedeu a faixa-preta,site oficial do atleta/equipe → entrevista → anúncio de graduação → professor declaradamente citado,1 fonte primária explícita ou 2 fontes independentes de alta qualidade; sem inferir pela equipe,pendente,2026-07-05,OBS-FA9C335BBF41
TASK-DDD27367A5,P-80463AB749,Denise Krahn,P2,identificar quem concedeu a faixa-preta,site oficial do atleta/equipe → entrevista → anúncio de graduação → professor declaradamente citado,1 fonte primária explícita ou 2 fontes independentes de alta qualidade; sem inferir pela equipe,pendente,2026-07-05,OBS-947708F23A3F
TASK-01FBC4BAA0,P-7A35BEAC3B,Giovanah Oliveira da Silva,P2,identificar quem concedeu a faixa-preta,site oficial do atleta/equipe → entrevista → anúncio de graduação → professor declaradamente citado,1 fonte primária explícita ou 2 fontes independentes de alta qualidade; sem inferir pela equipe,pendente,2026-07-05,OBS-66C904D5D4F3
TASK-30734CDC81,P-CDA4949E50,Kamilla Kelly de Souza,P2,identificar quem concedeu a faixa-preta,site oficial do atleta/equipe → entrevista → anúncio de graduação → professor declaradamente citado,1 fonte primária explícita ou 2 fontes independentes de alta qualidade; sem inferir pela equipe,pendente,2026-07-05,OBS-4344EC8D5A84
TASK-40E567CF49,P-81EFC80345,Larissa Martins dos Santos,P2,identificar quem concedeu a faixa-preta,site oficial do atleta/equipe → entrevista → anúncio de graduação → professor declaradamente citado,1 fonte primária explícita ou 2 fontes independentes de alta qualidade; sem inferir pela equipe,pendente,2026-07-05,OBS-281003DEAB67
TASK-B0F2890F04,P-C9F333C721,Gislayne de Oliveira Ramos,P2,identificar quem concedeu a faixa-preta,site oficial do atleta/equipe → entrevista → anúncio de graduação → professor declaradamente citado,1 fonte primária explícita ou 2 fontes independentes de alta qualidade; sem inferir pela equipe,pendente,2026-07-05,OBS-899A17AA8023
TASK-3EEFD0AA28,P-CFB73E9C70,Beatriz Martins de Mendonça,P2,identificar quem concedeu a faixa-preta,site oficial do atleta/equipe → entrevista → anúncio de graduação → professor declaradamente citado,1 fonte primária explícita ou 2 fontes independentes de alta qualidade; sem inferir pela equipe,pendente,2026-07-05,OBS-1BC83D9246C1
TASK-2B6D975381,P-A20A45C082,Andressa Nogueira Tolentino Guirau,P2,identificar quem concedeu a faixa-preta,site oficial do atleta/equipe → entrevista → anúncio de graduação → professor declaradamente citado,1 fonte primária explícita ou 2 fontes independentes de alta qualidade; sem inferir pela equipe,pendente,2026-07-05,OBS-5B01BEC2B544
TASK-0C8898F52D,P-C842F355C8,Cassia Moura Remesar,P2,identificar quem concedeu a faixa-preta,site oficial do atleta/equipe → entrevista → anúncio de graduação → professor declaradamente citado,1 fonte primária explícita ou 2 fontes independentes de alta qualidade; sem inferir pela equipe,pendente,2026-07-05,OBS-7419AE5926DE
TASK-22644E7BC3,P-33E7F3BB04,Olivia Evelyn Schauer,P2,identificar quem concedeu a faixa-preta,site oficial do atleta/equipe → entrevista → anúncio de graduação → professor declaradamente citado,1 fonte primária explícita ou 2 fontes independentes de alta qualidade; sem inferir pela equipe,pendente,2026-07-05,OBS-D0477B83C454
TASK-47F31A0904,P-0C15C27538,Elizabeth Katherine Mitrovic,P2,identificar quem concedeu a faixa-preta,site oficial do atleta/equipe → entrevista → anúncio de graduação → professor declaradamente citado,1 fonte primária explícita ou 2 fontes independentes de alta qualidade; sem inferir pela equipe,pendente,2026-07-05,OBS-BA8149C429B2
